lower,upper,cp,gap,assist_09_count,assist_09_auc_gain,assist_09_bacc_gain,assist_17_count,assist_17_auc_gain,assist_17_bacc_gain,junyi_count,junyi_auc_gain,junyi_bacc_gain,auc_wins,bacc_wins,auc_total_gain,bacc_total_gain,weighted_score
0.58,0.8,0.5,-0.35,95,0.031310313779363996,0.04021820521190507,39,0.008616472150549281,-0.002130470681275462,211,0.01736828339262759,0.00850354613222034,3,2,0.057295069322540866,0.04659128066284995,0.11010970180478721
0.58,0.8,0.5,-0.3,95,0.031310313779363996,0.04021820521190507,39,0.008616472150549281,-0.002130470681275462,211,0.01736828339262759,0.00850354613222034,3,2,0.057295069322540866,0.04659128066284995,0.11010970180478721
0.6,0.85,0.6,-0.35,87,0.04518780507003428,0.0311280531988727,35,0.012542759737844189,-0.002340252340252355,177,0.011466394781343224,0.0043692346321573955,3,2,0.0691969595892217,0.03315703549077774,0.1085387581581996
0.6,0.85,0.6,-0.3,87,0.04518780507003428,0.0311280531988727,35,0.012542759737844189,-0.002340252340252355,177,0.011466394781343224,0.0043692346321573955,3,2,0.0691969595892217,0.03315703549077774,0.1085387581581996
0.6,0.85,0.6,-0.25,87,0.04518780507003428,0.0311280531988727,35,0.012542759737844189,-0.002340252340252355,177,0.011466394781343224,0.0043692346321573955,3,2,0.0691969595892217,0.03315703549077774,0.1085387581581996
0.68,0.8,0.5,-0.25,55,0.03181388734605205,0.019111370244397845,31,0.012768749072997077,0.0025559003025796695,146,0.02536182013121841,-0.0013064027947573276,3,2,0.06994445655026754,0.020360867752220187,0.10579823435728036
0.65,0.85,0.55,-0.35,84,0.040492194667571674,0.02408196888232502,47,0.0169175357159127,-0.004599303343635376,247,0.0153648223460357,0.002432452844778381,3,2,0.07277455272952008,0.021915118383468025,0.1055810862677259
0.65,0.85,0.55,-0.3,84,0.040492194667571674,0.02408196888232502,47,0.0169175357159127,-0.004599303343635376,247,0.0153648223460357,0.002432452844778381,3,2,0.07277455272952008,0.021915118383468025,0.1055810862677259
0.58,0.85,0.55,-0.35,104,0.04430743269912942,0.031803558161878784,48,0.003549682350113631,-0.002850462195358082,268,0.01301189532619084,0.011271462206966745,3,2,0.060869010375433893,0.04022455817348745,0.10469784575701956
0.58,0.85,0.55,-0.3,104,0.04430743269912942,0.031803558161878784,48,0.003549682350113631,-0.002850462195358082,268,0.01301189532619084,0.011271462206966745,3,2,0.060869010375433893,0.04022455817348745,0.10469784575701956
0.58,0.9,0.6,-0.25,120,0.04347846287371741,0.029867110769888496,54,0.009264673283576233,-0.0034751396333317086,264,0.013968757904934473,0.005328370331610113,3,2,0.06671189406222812,0.0317203414681669,0.10444617511032837
0.58,0.8,0.55,-0.35,78,0.02920052409409621,0.04431599640368912,29,0.00416405498695914,-0.0028851763028260174,150,0.013932545026989561,0.010344747844747912,3,2,0.04729712410804491,0.051775567945611015,0.10074970708827682
0.58,0.8,0.55,-0.3,78,0.02920052409409621,0.04431599640368912,29,0.00416405498695914,-0.0028851763028260174,150,0.013932545026989561,0.010344747844747912,3,2,0.04729712410804491,0.051775567945611015,0.10074970708827682
0.58,0.8,0.55,-0.25,78,0.02920052409409621,0.04431599640368912,29,0.00416405498695914,-0.0028851763028260174,150,0.013932545026989561,0.010344747844747912,3,2,0.04729712410804491,0.051775567945611015,0.10074970708827682
0.58,0.88,0.6,-0.25,111,0.04020218122695749,0.028431335861777624,49,0.0013298232676580563,-0.004503030548900916,240,0.018714132232650837,0.010257065465398833,3,2,0.060246136727266385,0.03418537077827554,0.09991802506664044
0.6,0.82,0.5,-0.3,99,0.03458806207954664,0.022689769342376653,54,0.019913261319008287,-0.0034751396333317086,250,0.009821458664792032,0.004268250268250222,3,2,0.06432278206334696,0.023482879977295167,0.09829369029105066
0.6,0.82,0.5,-0.35,99,0.03458806207954664,0.022689769342376653,54,0.019913261319008287,-0.0034751396333317086,253,0.008989932189168263,0.004842385756519393,3,2,0.0634912555877232,0.024057015465564338,0.09773536316353801
0.7,0.8,0.5,-0.35,56,0.04471027812252173,0.016662866126567276,29,0.008539083317860532,-0.0028851763028260174,143,0.019358300826720805,2.7755575615628914e-17,3,2,0.07260766226710307,0.013777689823741286,0.09642443567725636
0.7,0.8,0.5,-0.3,56,0.04471027812252173,0.016662866126567276,29,0.008539083317860532,-0.0028851763028260174,143,0.019358300826720805,2.7755575615628914e-17,3,2,0.07260766226710307,0.013777689823741286,0.09642443567725636
0.62,0.9,0.6,-0.25,110,0.04812775557265924,0.020653434668586233,54,0.009264673283576233,-0.0034751396333317086,256,0.011330984732337082,0.0035740637167741285,3,2,0.06872341358857256,0.020752358752028653,0.0956626992315291
0.7,0.8,0.5,-0.25,50,0.05677941811275143,0.014762829762829804,28,0.006932643156100232,-4.85722573273506e-17,130,0.008872404533154098,0.0016695555157093395,3,2,0.07258446580200575,0.016432385278539095,0.09430072007574793
0.65,0.82,0.55,-0.25,69,0.04410258930946334,0.012850605402178417,39,0.003693697198968532,-0.002130470681275462,169,0.020362488719940987,0.004662446893866842,3,2,0.06815877522837285,0.015382581614769797,0.09350572396468002
0.6,0.82,0.5,-0.25,92,0.031338701138925694,0.03467087551680334,49,0.004346861788017201,-0.004503030548900916,229,0.01463298087668944,0.00941737088015858,3,2,0.050318543803632335,0.039585215848061,0.09344237394693752
0.62,0.85,0.6,-0.35,82,0.03706536429466158,0.03165801829262973,35,0.012542759737844189,-0.002340252340252355,174,0.0069994619593630875,0.0035130934647205903,3,2,0.05660758599186886,0.032830859417097964,0.09311252082393816
0.62,0.85,0.6,-0.3,82,0.03706536429466158,0.03165801829262973,35,0.012542759737844189,-0.002340252340252355,174,0.0069994619593630875,0.0035130934647205903,3,2,0.05660758599186886,0.032830859417097964,0.09311252082393816
0.62,0.85,0.6,-0.25,82,0.03706536429466158,0.03165801829262973,35,0.012542759737844189,-0.002340252340252355,174,0.0069994619593630875,0.0035130934647205903,3,2,0.05660758599186886,0.032830859417097964,0.09311252082393816
0.6,0.8,0.55,-0.35,71,0.038757475029211216,0.032675758425295374,29,0.00416405498695914,-0.0028851763028260174,142,0.013037267986864408,0.00425256973814641,3,2,0.055958798003034764,0.03404315186061577,0.0923409383525673
0.6,0.8,0.55,-0.3,71,0.038757475029211216,0.032675758425295374,29,0.00416405498695914,-0.0028851763028260174,142,0.013037267986864408,0.00425256973814641,3,2,0.055958798003034764,0.03404315186061577,0.0923409383525673
0.6,0.8,0.55,-0.25,71,0.038757475029211216,0.032675758425295374,29,0.00416405498695914,-0.0028851763028260174,142,0.013037267986864408,0.00425256973814641,3,2,0.055958798003034764,0.03404315186061577,0.0923409383525673
0.68,0.8,0.5,-0.35,61,0.04364331471817183,0.012299571547703461,32,0.012597033709216138,0.0008362921191868503,159,0.014150258448984862,-0.0024010924352949256,3,2,0.07039060687637283,0.010734771231595386,0.09172614981430642
