exer_id,concept_count,concept_count_used,attr_logit_mean,attr_logit_std,difficulty,n_pairs,n_interactions
1986,3,3,0.49072508332460235,0.8652949164998072,1.0,9,3
7434,3,3,0.4481564405047891,0.7292407409919826,0.4,15,5
6092,4,4,0.4003425625191319,0.7994447053630122,0.42857142857142855,28,7
7353,3,3,1.053098213270932,1.489284735338702,1.0,3,1
6935,4,4,0.36510490882684127,0.715876300902925,0.3333333333333333,24,6
9029,2,2,1.2891054236770922,1.4928996671929518,0.0,4,2
9232,2,2,0.27170588275398294,0.39251462553204236,0.4444444444444444,36,18
15435,3,3,0.339524107605414,0.48015959772819855,0.0,3,1
8596,4,4,0.26085774337207807,0.5241623773413275,0.3333333333333333,24,6
16725,4,4,0.6175283746992886,1.069590520094599,1.0,4,1
359,2,2,0.8759218251986027,0.9343096126892534,0.6666666666666666,12,6
6327,4,4,0.4626483909819903,0.801330519220798,0.0,4,1
13000,2,2,0.7384452672423425,0.7384452672423425,0.0,2,1
12543,2,2,0.1903039396505195,0.2923591674632718,0.3333333333333333,6,3
336,4,4,0.3236871070672234,0.9323577899061677,0.6666666666666666,24,6
1483,3,3,0.97914995080389,1.4415978368635611,0.5,6,2
1679,3,3,0.7068835528140904,1.0223960768753197,0.6666666666666666,9,3
6222,2,2,0.09913357922142652,0.17242127260842927,1.0,8,4
5189,4,4,0.6189353412609115,1.1769435393952536,0.42857142857142855,28,7
11339,4,4,0.3308458260304166,0.7623071330480362,0.6666666666666666,12,3
5871,2,2,0.2467195959988011,0.36875569225359744,1.0,4,2
14984,3,3,0.6838603463517053,0.9671245765797439,1.0,3,1
11387,3,3,0.6013162407962405,1.0349667998872172,1.0,12,4
2785,4,4,0.5693493286266241,1.0768503955455428,0.4,20,5
2581,3,3,0.7682220001981163,1.2050306686400647,0.8,15,5
6594,2,2,0.4085824116906065,0.7076854961271545,1.0,4,2
2363,3,3,0.4996646454193752,0.706632518190424,0.0,3,1
10008,2,2,0.5302713284087134,0.8046893395072441,1.0,4,2
6,4,4,0.3212498912065457,0.7162846654420234,0.5,16,4
7417,3,3,0.5841736216361645,0.8358493611841225,0.0,6,2
4479,4,4,0.2759745124028854,0.7205203789443304,0.3333333333333333,12,3
3227,3,3,1.3614230737796797,1.9253429750668902,1.0,3,1
2591,3,3,0.618214417298661,0.9159940437297521,0.75,12,4
9186,3,3,0.9542010837886783,1.5272357455535284,0.6,15,5
5190,4,4,0.25451141628661345,0.555867031191539,0.4,20,5
5017,2,2,1.6746071773002478,1.7024780732410563,0.8,10,5
5930,4,4,0.21647274448013867,0.45373311018561835,0.0,8,2
11446,2,2,0.6697983694996864,0.6657410987338267,0.5,4,2
2380,3,3,0.29534510238090417,0.4176810493675449,0.0,3,1
10091,4,4,0.5713698950094424,0.9896416880716492,1.0,4,1
6091,4,4,0.37390889121058796,1.1039846822146606,0.5,32,8
450,2,2,0.8187983021530377,0.9407236680866014,0.6666666666666666,12,6
3923,3,3,1.4984766571193588,2.2894515443200296,1.0,6,2
1093,2,2,0.2562939751825386,0.3451547197881681,0.7692307692307693,26,13
6094,4,4,0.6113068598994674,1.0781656334969651,0.3333333333333333,12,3
11903,2,2,1.5537228181107692,1.5536494135792307,0.0,2,1
2775,2,2,0.3684880848044236,0.6142011635387392,1.0,18,9
2204,2,2,1.3142323674762526,1.5291541336005525,0.7142857142857143,14,7
11664,2,2,0.35345892869498835,0.5487949112858875,0.6,10,5
8558,4,4,0.40324899989880375,0.9841487843194823,0.5,8,2
6002,3,3,0.14376289421293045,0.20277164167364303,1.0,3,1
7061,2,2,1.6767527786915317,1.8529818956240804,0.75,16,8
4549,3,3,1.0657644992076079,1.2965431566348546,0.3333333333333333,9,3
130,3,3,1.0649752720201529,1.506102473282876,1.0,3,1
148,2,2,0.6719656806862997,0.7881551973415544,0.42857142857142855,14,7
6090,3,3,0.6753731656755442,1.1165956473382985,0.4444444444444444,27,9
8478,4,4,0.49040522297452627,0.903884191602813,0.25,16,4
7436,4,4,0.4060085946850207,0.7491908559737128,0.2,20,5
4136,2,2,0.30248310509511855,0.5195592656538071,0.6,10,5
8573,4,4,0.3734684416007858,0.7238122989977598,0.5,32,8
8655,4,4,0.6326795232535354,1.2811229092281737,0.5,16,4
8618,3,3,0.5871851835773375,0.8743025980744387,0.5,6,2
8542,3,3,0.7033694199495785,1.1275237943468988,0.2,15,5
15614,4,4,0.06978652183826228,0.12087380150738528,1.0,4,1
15985,4,4,0.270282143320069,0.5740130438452811,0.6666666666666666,12,3
1316,2,2,0.17791535433351344,0.23383397749365997,1.0,12,6
8518,4,4,0.5629524850571325,0.9759912497191483,0.42857142857142855,28,7
1887,2,2,0.3795337978732398,0.5555332992836908,0.0,4,2
4551,3,3,0.8583432837208957,1.380678281558633,0.6666666666666666,9,3
4555,3,3,0.4623543558501056,0.6538678006654955,1.0,3,1
1479,3,3,0.8688576293430198,1.1922042281064669,1.0,6,2
8052,4,4,0.2686937818539106,0.4672009071922114,0.0,8,2
2780,3,3,0.29487040568712397,0.3309160845929782,0.5,6,2
11760,2,2,0.9371973689920621,0.9371973689920621,1.0,2,1
5188,4,4,0.3306801887988088,0.6067624092586605,0.0,12,3
5511,2,2,1.5177330664622601,1.4458745971184606,0.75,8,4
14287,2,2,0.18272661521935676,0.3507433934826343,0.3333333333333333,6,3
2956,2,2,1.4775348556258532,1.534255563673087,1.0,6,3
2725,3,3,1.187693345624847,1.7355440211941366,1.0,6,2
6093,4,4,0.2530311068699366,0.520869015015463,0.6,20,5
2940,2,2,0.6334375133285112,0.8529849006861097,1.0,4,2
15133,2,2,0.02761418068559829,0.02761418068559829,1.0,2,1
11426,4,4,0.4689665355306369,0.8968357149682611,0.125,32,8
6633,2,2,0.7015296115474222,0.9456525023056798,0.25,8,4
5927,4,4,0.20147273278054845,0.4614083596970749,0.16666666666666666,24,6
7339,3,3,0.3208865230885776,0.44094385040672784,0.3333333333333333,9,3
9956,4,4,0.2405323868220427,0.5793508605828235,0.5,8,2
6325,3,3,0.6455527392525392,1.017170726536161,0.8,15,5
8067,2,2,1.187914007119904,1.187914007119904,0.0,2,1
8579,4,4,0.4122242490729887,0.8290855303419027,0.5,16,4
10730,2,2,0.918712744337407,0.918712744337407,0.0,2,1
7715,3,3,0.8728798673805125,1.241654589795744,0.5,6,2
12573,2,2,1.634437510240336,1.7047269878232112,0.75,8,4
2582,3,3,0.4912155123888002,1.1444134798207495,0.75,12,4
535,3,3,0.4854747450052914,0.6865649685761032,0.0,3,1
11386,4,4,0.4394719077853549,0.827301224949364,0.6666666666666666,24,6
